,Compounds,Smiles
1332,ProtacDB 1903 642.694,CNC(=O)C1=C(OCCOCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1333,ProtacDB 1916 783.868,CNC(=O)C1=C(OCCCCCCCCN2C=C(COC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1334,ProtacDB 1899 703.734,COC1=C(C(=O)NCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1
1335,ProtacDB 1912 758.898,CNC(=O)C1=C(OCCCCCCCCCCCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1336,ProtacDB 1914 750.787,CNC(=O)C1=C(OCCOCCOCCOCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1337,ProtacDB 1906 640.678,CNC(=O)C1=C(OCCCC#CC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1338,ProtacDB 1911 730.844,CNC(=O)C1=C(OCCCCCCCCCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1339,ProtacDB 1909 674.736,CNC(=O)C1=C(OCCCCCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1340,ProtacDB 1900 731.788,COC1=C(C(=O)NCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1
1341,ProtacDB 1898 689.707,COC1=C(C(=O)NCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1
1342,ProtacDB 1902 626.695,CNC(=O)C1=C(OCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1343,ProtacDB 1918 831.865,CNC(=O)C1=C(OCCOCCOCCOCCN2C=C(COC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1344,ProtacDB 1915 794.84,CNC(=O)C1=C(OCCOCCOCCOCCOCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1345,ProtacDB 1907 642.65,NC(=O)C1=C(OCCOCC#CC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1346,ProtacDB 1901 612.668,CNC(=O)C1=C(OCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1347,ProtacDB 1917 787.812,CNC(=O)C1=C(OCCOCCOCCN2C=C(COC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1348,ProtacDB 1913 706.734,CNC(=O)C1=C(OCCOCCOCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1349,ProtacDB 1908 656.677,CNC(=O)C1=C(OCCOCC#CC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1350,ProtacDB 1904 628.667,NC(=O)C1=C(OCCOCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1351,ProtacDB 1905 612.624,NC(=O)C1=C(OCCC#CC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1352,ProtacDB 1910 702.79,CNC(=O)C1=C(OCCCCCCCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1
1353,ProtacDB 288 667.671,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCCOC4=C(O)C=C(O)C5=C4OC(C4=CC=CC=C4)=CC5=O)=C3C2=O)C(=O)N1
1354,ProtacDB 802 853.425,N#CC1(CNC2=CC=CC(C3=CC(N[C@H]4CC[C@H](NCCCCCCNC(=O)CNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=NC=C3Cl)=N2)CCOCC1
1355,ProtacDB 800 929.476,N#CC1(CNC2=CC=CC(C3=CC(N[C@H]4CC[C@H](NCC(=O)NCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=NC=C3Cl)=N2)CCOCC1
1356,ProtacDB 293 776.803,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCCCCN4C=C(COC5=C(O)C=C(O)C6=C5OC(C5=CC=CC=C5)=CC6=O)N=N4)=C3C2=O)C(=O)N1
1357,ProtacDB 286 639.617,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCOC4=C(O)C=C(O)C5=C4OC(C4=CC=CC=C4)=CC5=O)=C3C2=O)C(=O)N1
1358,ProtacDB 803 854.409,N#CC1(CNC2=CC=CC(C3=CC(N[C@H]4CC[C@H](NCCCC(=O)NCCCCOC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)=NC=C3Cl)=N2)CCOCC1
1359,ProtacDB 289 695.725,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCCCCOC4=C(O)C=C(O)C5=C4OC(C4=CC=CC=C4)=CC5=O)=C3C2=O)C(=O)N1
1360,ProtacDB 801 796.373,N#CC1(CNC2=CC=CC(C3=CC(N[C@H]4CC[C@H](NCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=NC=C3Cl)=N2)CCOCC1
1361,ProtacDB 292 748.749,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCCN4C=C(COC5=C(O)C=C(O)C6=C5OC(C5=CC=CC=C5)=CC6=O)N=N4)=C3C2=O)C(=O)N1
1362,ProtacDB 291 734.722,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCN4C=C(COC5=C(O)C=C(O)C6=C5OC(C5=CC=CC=C5)=CC6=O)N=N4)=C3C2=O)C(=O)N1
1363,ProtacDB 799 869.036,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CCN(CC(=O)NCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)S2)O1
1364,ProtacDB 303 613.671,O=C1CCC(N2C(=O)C3=CC=CC(OCCCCCOC4=CC=C(CC(=O)NC5=N[NH]C(C6CCC6)=C5)C=C4)=C3C2=O)C(=O)N1
1365,ProtacDB 290 720.695,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCN4C=C(COC5=C(O)C=C(O)C6=C5OC(C5=CC=CC=C5)=CC6=O)N=N4)=C3C2=O)C(=O)N1
1366,ProtacDB 287 653.644,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCOC4=C(O)C=C(O)C5=C4OC(C4=CC=CC=C4)=CC5=O)=C3C2=O)C(=O)N1
1367,ProtacDB 1373 1029.19,C=CC(=O)N1C[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C[C@H]1C(=O)OCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C
1368,ProtacDB 2198 772.823,CN1C2=CC=CC=C2C(=O)NC2=CN=C(NC3=CC=C(N4CCN(C(=O)CCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)N=C21
1369,ProtacDB 2131 950.151,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCC3=CC=C(OCCN4CCN(C5=CC(C6=CC=CC=C6O)=NN=C5N)CC4)C=C3)=C2)SC=N1
1370,ProtacDB 2132 950.151,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCCOC3=CC=C(CN4CCN(C5=CC(C6=CC=CC=C6O)=NN=C5N)CC4)C=C3)=C2)SC=N1
1371,ProtacDB 2134 938.115,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCC3=CC=C(CN4CCN(C5=CC(C6=CC=CC=C6O)=NN=C5N)CC4)C(F)=C3)=C2)SC=N1
1372,ProtacDB 798 936.124,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCOC3=CC=C(CN4CCN(C5=CC(C6=CC=CC=C6O)=NN=C5N)CC4)C=C3)=C2)SC=N1
1373,ProtacDB 2133 934.152,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCCC3=CC=C(CN4CCN(C5=CC(C6=CC=CC=C6O)=NN=C5N)CC4)C=C3)=C2)SC=N1
1374,ProtacDB 796 918.106,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCOCCOCCN3CCN(C4=CC(C5=CC=CC=C5O)=NN=C4N)CC3)=C2)SC=N1
1375,ProtacDB 797 920.125,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C3(F)CC3)C(C)(C)C)C(OCCC3=CC=C(CN4CCN(C5=CC(C6=CC=CC=C6O)=NN=C5N)CC4)C=C3)=C2)SC=N1
1376,ProtacDB 2156 1106.329,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC3=NC=CC(C4=C(C5=CC=CC(NS(=O)(=O)C6=C(F)C=CC=C6F)=C5F)N=C(C(C)(C)C)S4)=N3)C(C)(C)C)C=C2)SC=N1
1377,ProtacDB 2098 1309.587,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OCC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)C1=CC(OC)=C(OC)C(OC)=C1
1378,ProtacDB 1319 1049.184,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OCC(=O)NCCCCCCOC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C1=CC(OC)=C(OC)C(OC)=C1
1379,ProtacDB 1534 1092.172,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NC2=CC=C(/N=N/C3=CC=C(NC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C2)=C1
1380,ProtacDB 2257 1120.178,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCOCCOCCOCCCN(C(=O)CCl)C(C(=O)NCC2=CC=CC=C2)C2=CC=C(Cl)C=C2)=C1
1381,ProtacDB 1529 1104.224,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCNC(=O)COC2=C(OC)C=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2OC)=C1
1382,ProtacDB 805 979.141,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(NC(=O)CCCC(=O)NCCCCC(=O)NC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=C1
1383,ProtacDB 2097 1247.563,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OCC(=O)NCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)C1=CC(OC)=C(OC)C(OC)=C1
1384,ProtacDB 331 1009.123,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(NC(=O)CCC(=O)NCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=C1
1385,ProtacDB 1533 1030.145,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCNC(=O)COC2=CC=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C1
1386,ProtacDB 1318 1210.341,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OCC(=O)NCCCOCCOCCOCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C1=CC(OC)=C(OC)C(OC)=C1
1387,ProtacDB 2256 1154.623,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCOCCOCCOCCCN(C(=O)CCl)C(C(=O)NCC2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)=C1
1388,ProtacDB 807 1037.645,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(NC(=O)CCOCCOCCOCCOCCNC(=O)COC2=CC=C3C(=C2)CCCN3C(=O)CCl)=C1
1389,ProtacDB 332 1141.282,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(NC(=O)CCC(=O)NCCCOCCOCCOCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=C1
1390,ProtacDB 806 790.354,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(NC(=O)COC2=CC=C3C(=C2)CCCN3C(=O)CCl)=C1
1391,ProtacDB 1532 1146.305,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCCCCNC(=O)COC2=C(OC)C=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2OC)=C1
1392,ProtacDB 1321 1076.254,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=C1)C1=CC(OC)=C(OC)C(OC)=C1
1393,ProtacDB 1531 1132.278,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCCCNC(=O)COC2=C(OC)C=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2OC)=C1
1394,ProtacDB 1320 1210.341,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCOCCOCCOCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=C1)C1=CC(OC)=C(OC)C(OC)=C1
1395,ProtacDB 975 1426.71,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCOCC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
1396,ProtacDB 1530 1118.251,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCCNC(=O)COC2=C(OC)C=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2OC)=C1
1397,ProtacDB 804 949.539,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(NC(=O)CCOCCOCCNC(=O)COC2=CC=C3C(=C2)CCCN3C(=O)CCl)=C1
1398,ProtacDB 193 964.094,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC(=O)NCCCOCCOCCOCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O
1399,ProtacDB 192 835.919,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCOCCOCCOC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O
1400,ProtacDB 190 888.043,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CC(=O)NCCCCCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O
1401,ProtacDB 191 816.92,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(CCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O
1402,ProtacDB 51 875.785,O=C1CCC(N2CC3=C(C#CCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)C=CC=C3C2=O)C(=O)N1
1403,ProtacDB 548 958.944,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC(=O)CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1404,ProtacDB 555 878.858,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1405,ProtacDB 41 894.788,O=C1CCC(N2C(=O)C3=CC=CC(NCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1406,ProtacDB 551 859.855,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1407,ProtacDB 38 968.867,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1408,ProtacDB 46 1012.92,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1409,ProtacDB 54 1108.178,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)C3=CC=C(NC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)NC6=CC(Cl)=CC=C65)[C@H]4C4=CC=CC(Cl)=C4F)C=C3)C(C)(C)C)C=C2)SC=N1
1410,ProtacDB 40 880.761,O=C1CCC(N2C(=O)C3=CC=CC(NCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1411,ProtacDB 43 936.869,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1412,ProtacDB 552 873.882,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1413,ProtacDB 56 1212.283,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCNC(=O)C3=CC=C(NC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)NC6=CC(Cl)=CC=C65)[C@H]4C4=CC=CC(Cl)=C4F)C=C3)C(C)(C)C)C=C2)SC=N1
1414,ProtacDB 549 972.971,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CNC(=O)CCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1415,ProtacDB 557 873.882,CCOC1=CC(C(C)(C)C)=CC=C1C1=N[C@@H](C2=CC=C(Cl)C=C2)[C@@H](C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1416,ProtacDB 556 859.855,CCOC1=CC(C(C)(C)C)=CC=C1C1=N[C@@H](C2=CC=C(Cl)C=C2)[C@@H](C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1417,ProtacDB 44 950.896,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1418,ProtacDB 48 894.832,O=C1CCC(N2CC3=C(NCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)C=CC=C3C2=O)C(=O)N1
1419,ProtacDB 39 823.709,O=C1CCC(N2CC3=C(NC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)C=CC=C3C2=O)C(=O)N1
1420,ProtacDB 55 1168.23,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)C3=CC=C(NC(=O)[C@@H]4NC5(CCCCC5)[C@@]5(C(=O)NC6=CC(Cl)=CC=C65)[C@H]4C4=CC=CC(Cl)=C4F)C=C3)C(C)(C)C)C=C2)SC=N1
1421,ProtacDB 47 907.827,O=C1CCC(N2C(=O)C3=CC=CC(CCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1422,ProtacDB 52 889.812,O=C1CCC(N2CC3=CC(C#CCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=CC=C3C2=O)C(=O)N1
1423,ProtacDB 558 887.909,CCOC1=CC(C(C)(C)C)=CC=C1C1=N[C@@H](C2=CC=C(Cl)C=C2)[C@@H](C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(CCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1424,ProtacDB 49 893.844,O=C1CCC(N2CC3=C(CCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)C=CC=C3C2=O)C(=O)N1
1425,ProtacDB 42 922.842,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
1426,ProtacDB 545 901.892,CCOC1=CC(C(C)(C)C)=CC=C1C1=NC(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)N1C(=O)N1CCN(C(=O)CCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
1427,ProtacDB 45 924.814,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCNC(=O)C4=CC=C(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)NC7=CC(Cl)=CC=C76)[C@H]5C5=CC=CC(Cl)=C5F)C=C4)=C3C2=O)C(=O)N1
